1|Serbia|Belgrade
2|Serbia|Novi Sad
3|Serbia|Niš
4|Serbia|Kragujevac
5|Serbia|Subotica
6|Serbia|Zrenjanin
7|Serbia|Pančevo
8|Serbia|Čačak
9|Serbia|Kraljevo
10|Serbia|Smederevo
11|Montenegro|Podgorica
12|Montenegro|Nikšić
13|Montenegro|Cetinje
14|Montenegro|Budva
15|Montenegro|Herceg Novi
16|Montenegro|Bar
17|Montenegro|Ulcinj
18|Montenegro|Tivat
19|Montenegro|Pljevlja
20|Montenegro|Kotor
21|Romania|Bucharest
22|Romania|Cluj-Napoca
23|Romania|Timișoara
24|Romania|Iași
25|Romania|Constanța
26|Romania|Craiova
27|Romania|Galați
28|Romania|Oradea
29|Romania|Pitești
30|Romania|Arad
31|Greece|Athens
32|Greece|Thessaloniki
33|Greece|Patras
34|Greece|Heraklion
35|Greece|Larissa
36|Greece|Volos
37|Greece|Ioannina
38|Greece|Chania
39|Greece|Rhodes
40|Greece|Kavala
41|Croatia|Zagreb
42|Croatia|Split
43|Croatia|Rijeka
44|Croatia|Osijek
45|Croatia|Zadar
46|Croatia|Pula
47|Croatia|Slavonski Brod
48|Croatia|Karlovac
49|Croatia|Šibenik
50|Croatia|Dubrovnik